Time,GCD,DOT,Longyin,Longya,Pofeng,Chuanyun,Zhanbafang,Mie,Liuxue,Poxue,Fenghu,Xunhuan
6720,20,26,48.411,52.403,1,19.454,17.768,0,289.385,712.28,FALSE,B
6720,20,26,12.676,86.03,0,40.498,36.203,0,0,0,TRUE,B
6720,19,26,50.048,51.299,1,31.238,11.781,22.556,283.91,694.147,FALSE,A
6720,19,26,15.51,96.098,0,38.468,36.002,0,0,0,TRUE,A
6720,19,26,49.131,53.514,1,20.013,17.9,0,301.463,731.191,FALSE,B
6720,19,26,13.519,88.343,0,42.67,35.027,0,0,0,TRUE,B
6720,19,25,50.048,51.299,1,31.238,11.781,22.556,290.475,713.536,FALSE,A
6720,19,25,15.51,96.098,0,38.468,36.002,0,0,0,TRUE,A
6720,19,25,48.977,53.094,1,17.262,23.597,0,298.624,706.58,FALSE,B
6720,19,25,12.674,85.693,0,43.941,35.067,0,0,0,TRUE,B
7200,24,32,51.101,27.279,1,8.574,5.866,14.513,203.034,565.526,FALSE,A
7200,24,32,16.743,106.136,0,28.744,40.044,0,0,0,TRUE,A
7200,24,32,51.557,24.667,1,0,4.486,0,218.638,573.581,FALSE,B
7200,24,32,15.487,103.124,0,27.221,44.55,0,0,0,TRUE,B
7200,23,31,53.514,28.572,1,8.985,6.093,15.208,249.639,590.903,FALSE,A
7200,23,31,17.507,111.124,0,30.056,41.941,0,0,0,TRUE,A
7200,23,31,52.322,25.045,1,0,4.506,0,252.353,595.086,FALSE,B
7200,23,31,15.73,104.626,0,27.647,45.245,0,0,0,TRUE,B
7200,23,30,53.514,28.572,1,8.985,6.093,15.208,254.37,604.498,FALSE,A
7200,23,30,17.507,111.124,0,30.056,41.941,0,0,0,TRUE,A
7200,23,30,51.191,28.092,1,0,8.949,0,265.902,628.674,FALSE,B
7200,23,30,14.833,99.441,0,30.702,42.717,0,0,0,TRUE,B
7200,22,30,46.414,47.488,1,28.875,10.966,20.869,262.7,640.954,FALSE,A
7200,22,30,14.353,89.061,0,35.636,33.338,0,0,0,TRUE,A
7200,22,30,50.489,53.856,1,24.416,10.508,0,256.856,655.018,FALSE,B
7200,22,30,13.85,90.126,0,40.286,39.612,0,0,0,TRUE,B
7200,22,29,46.414,47.488,1,28.875,10.966,20.869,268.571,658.261,FALSE,A
7200,22,29,14.353,89.061,0,35.636,33.338,0,0,0,TRUE,A
7200,22,29,50.489,53.856,1,24.416,10.508,0,273.35,655.333,FALSE,B
7200,22,29,13.85,90.126,0,40.286,39.612,0,0,0,TRUE,B
7200,21,29,48.52,49.721,1,30.261,11.434,21.844,275.188,672.397,FALSE,A
7200,21,29,14.984,93.097,0,37.262,34.877,0,0,0,TRUE,A
7200,21,29,51.425,54.819,1,24.76,10.797,0,278.418,667.752,FALSE,B
7200,21,29,14.124,91.923,0,41.089,40.264,0,0,0,TRUE,B
7200,21,28,48.52,49.721,1,30.261,11.434,21.844,238.907,672.7,FALSE,A
7200,21,28,14.984,93.097,0,37.262,34.877,0,0,0,TRUE,A
7200,21,28,51.338,54.798,1,24.535,11.282,0,250.295,667.331,FALSE,B
7200,21,28,14.194,91.931,0,41.271,39.88,0,0,0,TRUE,B
7200,20,27,50.906,52.226,1,31.8,11.953,22.934,288.953,706.888,FALSE,A
7200,20,27,15.738,97.751,0,39.066,36.626,0,0,0,TRUE,A
7200,20,27,51.592,56.284,1,20.895,18.854,0,287.775,683.762,FALSE,B
7200,20,27,14.175,92.763,0,44.886,36.699,0,0,0,TRUE,B
7200,20,26,50.906,52.226,1,31.8,11.953,22.934,295.584,726.475,FALSE,A
7200,20,26,15.738,97.751,0,39.066,36.626,0,0,0,TRUE,A
7200,20,26,51.836,56.319,1,21.004,18.564,0,310.106,764.478,FALSE,B
7200,20,26,13.623,92.035,0,43.173,39.225,0,0,0,TRUE,B
7200,19,26,53.581,55.015,1,33.559,12.5,24.21,304.248,745.084,FALSE,A
7200,19,26,16.547,102.857,0,41.089,38.642,0,0,0,TRUE,A
7200,19,26,52.678,57.528,1,21.415,19.313,0,323.036,784.568,FALSE,B
7200,19,26,14.339,94.479,0,45.942,37.399,0,0,0,TRUE,B
7200,19,25,53.581,55.015,1,33.559,12.5,24.21,311.122,765.4,FALSE,A
7200,19,25,16.547,102.857,0,41.089,38.642,0,0,0,TRUE,A
7200,19,25,52.499,57.02,1,18.413,25.322,0,319.942,757.944,FALSE,B
7200,19,25,13.536,91.711,0,47.274,37.533,0,0,0,TRUE,B
7680,24,32,54.507,29.134,1,9.16,6.2,15.497,216.654,604.514,FALSE,A
7680,24,32,17.86,113.268,0,30.627,42.747,0,0,0,TRUE,A
7680,24,32,54.952,26.32,1,0,4.685,0,233.381,612.99,FALSE,B
7680,24,32,16.627,110.111,0,28.893,47.595,0,0,0,TRUE,B
7680,23,31,56.922,30.393,1,9.576,6.412,16.208,266.278,631.712,FALSE,A
7680,23,31,18.64,118.241,0,31.95,44.658,0,0,0,TRUE,A
7680,23,31,55.819,26.633,1,0,4.727,0,269.268,636.033,FALSE,B
7680,23,31,16.81,111.851,0,29.307,48.329,0,0,0,TRUE,B
7680,23,30,56.922,30.393,1,9.576,6.412,16.208,271.161,645.763,FALSE,A
7680,23,30,18.64,118.241,0,31.95,44.658,0,0,0,TRUE,A
7680,23,30,54.645,29.836,1,0,9.352,0,283.691,671.709,FALSE,B
7680,23,30,15.796,106.309,0,32.553,45.772,0,0,0,TRUE,B
7680,22,30,49.5,50.744,1,30.879,11.65,22.288,280.214,684.688,FALSE,A
7680,22,30,15.319,95.001,0,38.029,35.59,0,0,0,TRUE,A
7680,22,30,53.859,57.438,1,26.063,11.22,0,274.007,700.035,FALSE,B
7680,22,30,14.803,96.378,0,42.864,42.23,0,0,0,TRUE,B
7680,22,29,49.5,50.744,1,30.879,11.65,22.288,286.675,703.765,FALSE,A
7680,22,29,15.319,95.001,0,38.029,35.59,0,0,0,TRUE,A
7680,22,29,53.859,57.438,1,26.063,11.22,0,291.645,700.35,FALSE,B
7680,22,29,14.803,96.378,0,42.864,42.23,0,0,0,TRUE,B
7680,21,29,51.736,53.126,1,32.362,12.113,23.349,293.56,718.291,FALSE,A
7680,21,29,16.005,99.32,0,39.717,37.272,0,0,0,TRUE,A
7680,21,29,54.851,58.539,1,26.501,11.433,0,296.949,713.244,FALSE,B
7680,21,29,15.079,98.059,0,43.818,42.989,0,0,0,TRUE,B
7680,21,28,51.736,53.126,1,32.362,12.113,23.349,254.88,718.945,FALSE,A
7680,21,28,16.005,99.32,0,39.717,37.272,0,0,0,TRUE,A
7680,21,28,54.761,58.525,1,26.257,11.932,0,267.096,713.209,FALSE,B
7680,21,28,15.146,98.071,0,43.987,42.608,0,0,0,TRUE,B
7680,20,27,54.298,55.725,1,34.016,12.648,24.541,308.245,755.131,FALSE,A
7680,20,27,16.768,104.261,0,41.601,39.142,0,0,0,TRUE,A
7680,20,27,55.075,60.154,1,22.46,19.901,0,307.019,730.333,FALSE,B
7680,20,27,15.006,98.73,0,47.807,39.388,0,0,0,TRUE,B
7680,20,26,54.298,55.725,1,34.016,12.648,24.541,315.359,776.167,FALSE,A
7680,20,26,16.768,104.261,0,41.601,39.142,0,0,0,TRUE,A
7680,20,26,55.277,60.109,1,22.54,19.733,0,330.837,816.743,FALSE,B
7680,20,26,14.5,98.072,0,46.06,41.88,0,0,0,TRUE,B
7680,19,26,57.259,58.844,1,35.884,13.305,25.891,324.599,795.778,FALSE,A
7680,19,26,17.669,109.97,0,43.888,41.29,0,0,0,TRUE,A
7680,19,26,56.085,61.278,1,23.007,20.379,0,344.663,838.235,FALSE,B
7680,19,26,15.418,100.781,0,48.812,40.059,0,0,0,TRUE,B
7680,19,25,57.259,58.844,1,35.884,13.305,25.891,331.953,817.534,FALSE,A
7680,19,25,17.669,109.97,0,43.888,41.29,0,0,0,TRUE,A
7680,19,25,55.91,60.818,1,19.597,27.022,0,341.325,809.569,FALSE,B
7680,19,25,14.523,97.725,0,50.536,39.987,0,0,0,TRUE,B
8160,24,32,57.923,30.964,1,9.752,6.513,16.481,230.161,643.292,FALSE,A
8160,24,32,18.961,120.441,0,32.492,45.473,0,0,0,TRUE,A
8160,24,32,58.39,27.835,1,0,4.94,0,247.918,652.271,FALSE,B
8160,24,32,17.694,117.194,0,30.664,50.556,0,0,0,TRUE,B
8160,23,31,60.457,32.324,1,10.24,6.77,17.21,283.079,672.5,FALSE,A
8160,23,31,19.795,125.783,0,33.916,47.505,0,0,0,TRUE,A
8160,23,31,59.251,28.231,1,0,4.95,0,286.077,676.765,FALSE,B
8160,23,31,17.965,118.971,0,31.141,51.343,0,0,0,TRUE,B
8160,23,30,60.457,32.324,1,10.24,6.77,17.21,288.222,687.331,FALSE,A
8160,23,30,19.795,125.783,0,33.916,47.505,0,0,0,TRUE,A
8160,23,30,58.038,31.773,1,0,9.86,0,301.507,714.914,FALSE,B
8160,23,30,16.828,112.974,0,34.586,48.669,0,0,0,TRUE,B
8160,22,30,52.455,53.838,1,32.805,12.25,23.669,297.79,728.944,FALSE,A
8160,22,30,16.218,100.695,0,40.256,37.814,0,0,0,TRUE,A
8160,22,30,57.215,61.021,1,27.788,11.769,0,291.112,744.794,FALSE,B
8160,22,30,15.671,102.27,0,45.605,44.973,0,0,0,TRUE,B
8160,22,29,52.455,53.838,1,32.805,12.25,23.669,304.471,748.681,FALSE,A
8160,22,29,16.218,100.695,0,40.256,37.814,0,0,0,TRUE,A
8160,22,29,57.215,61.021,1,27.788,11.769,0,309.898,745.073,FALSE,B
8160,22,29,15.671,102.27,0,45.605,44.973,0,0,0,TRUE,B
8160,21,29,54.998,56.451,1,34.469,12.805,24.838,312.068,764.584,FALSE,A
8160,21,29,17,105.633,0,42.149,39.657,0,0,0,TRUE,A
8160,21,29,58.227,62.102,1,28.346,11.928,0,315.569,759.09,FALSE,B
8160,21,29,16.005,104.105,0,46.511,45.833,0,0,0,TRUE,B
8160,21,28,54.998,56.451,1,34.469,12.805,24.838,270.667,764.584,FALSE,A
8160,21,28,17,105.633,0,42.149,39.657,0,0,0,TRUE,A
8160,21,28,58.142,62.123,1,28.092,12.493,0,283.624,758.526,FALSE,B
8160,21,28,16.052,104.06,0,46.739,45.383,0,0,0,TRUE,B
8160,20,27,57.671,59.283,1,36.145,13.406,26.084,327.579,803.449,FALSE,A
8160,20,27,17.806,110.8,0,44.193,41.612,0,0,0,TRUE,A
8160,20,27,58.42,63.939,1,24.034,21.187,0,326.211,776.969,FALSE,B
8160,20,27,15.939,104.864,0,50.813,41.74,0,0,0,TRUE,B
8160,20,26,57.671,59.283,1,36.145,13.406,26.084,335.115,825.751,FALSE,A
8160,20,26,17.806,110.8,0,44.193,41.612,0,0,0,TRUE,A
8160,20,26,58.728,63.702,1,23.947,21.142,0,351.574,868.764,FALSE,B
8160,20,26,15.375,104.309,0,49.08,44.29,0,0,0,TRUE,B
8160,19,26,60.765,62.51,1,38.138,14.094,27.452,344.896,846.574,FALSE,A
8160,19,26,18.798,116.824,0,46.553,43.866,0,0,0,TRUE,A
8160,19,26,59.663,65.261,1,24.485,21.567,0,366.297,891.832,FALSE,B
8160,19,26,16.188,106.835,0,52.058,42.637,0,0,0,TRUE,B
8160,19,25,60.765,62.51,1,38.138,14.094,27.452,352.759,869.857,FALSE,A
8160,19,25,18.798,116.824,0,46.553,43.866,0,0,0,TRUE,A
8160,19,25,59.479,64.703,1,20.951,28.507,0,362.721,861.191,FALSE,B
8160,19,25,15.283,103.666,0,53.684,42.703,0,0,0,TRUE,B
8640,24,32,61.332,32.787,1,10.382,6.857,17.458,243.736,682.181,FALSE,A
8640,24,32,20.045,127.57,0,34.381,48.188,0,0,0,TRUE,A
8640,24,32,61.794,29.558,1,0,5.111,0,262.393,691.528,FALSE,B
8640,24,32,18.728,123.948,0,32.527,53.658,0,0,0,TRUE,B
8640,23,31,64.08,34.242,1,10.859,7.11,18.261,299.657,712.568,FALSE,A
8640,23,31,20.893,133.262,0,35.906,50.387,0,0,0,TRUE,A
8640,23,31,62.629,29.913,1,0,5.188,0,302.953,717.558,FALSE,B
8640,23,31,19.153,125.883,0,32.994,54.429,0,0,0,TRUE,B
8640,23,30,64.08,34.242,1,10.859,7.11,18.261,305.297,728.89,FALSE,A
8640,23,30,20.893,133.262,0,35.906,50.387,0,0,0,TRUE,A
8640,23,30,61.393,33.654,1,0,10.441,0,319.204,757.704,FALSE,B
8640,23,30,17.884,119.496,0,36.679,51.525,0,0,0,TRUE,B
8640,22,30,55.562,57.063,1,34.802,12.93,25.112,315.28,772.588,FALSE,A
8640,22,30,17.152,106.708,0,42.595,40.076,0,0,0,TRUE,A
8640,22,30,60.53,64.578,1,29.527,12.391,0,308.111,789.478,FALSE,B
8640,22,30,16.654,108.329,0,48.249,47.718,0,0,0,TRUE,B
8640,22,29,55.562,57.063,1,34.802,12.93,25.112,322.547,794.083,FALSE,A
8640,22,29,17.152,106.708,0,42.595,40.076,0,0,0,TRUE,A
8640,22,29,60.53,64.578,1,29.527,12.391,0,328.123,789.769,FALSE,B
8640,22,29,16.654,108.329,0,48.249,47.718,0,0,0,TRUE,B
8640,21,29,58.249,59.887,1,36.497,13.533,26.324,330.414,810.328,FALSE,A
8640,21,29,17.951,111.901,0,44.631,42.027,0,0,0,TRUE,A
8640,21,29,61.631,65.693,1,30.141,12.543,0,334.102,804.374,FALSE,B
8640,21,29,17.028,110.316,0,49.126,48.663,0,0,0,TRUE,B
8640,21,28,58.249,59.887,1,36.497,13.533,26.324,286.706,810.748,FALSE,A
8640,21,28,17.951,111.901,0,44.631,42.027,0,0,0,TRUE,A
8640,21,28,61.539,65.714,1,29.853,13.144,0,300.362,804.303,FALSE,B
8640,21,28,17.066,110.263,0,49.413,48.175,0,0,0,TRUE,B
8640,20,27,61.028,62.803,1,38.331,14.165,27.574,346.879,851.671,FALSE,A
8640,20,27,18.881,117.364,0,46.775,44.079,0,0,0,TRUE,A
8640,20,27,61.878,67.778,1,25.477,22.348,0,345.446,823.62,FALSE,B
8640,20,27,16.83,110.875,0,53.946,44.249,0,0,0,TRUE,B
8640,20,26,61.028,62.803,1,38.331,14.165,27.574,354.832,875.224,FALSE,A
8640,20,26,18.881,117.364,0,46.775,44.079,0,0,0,TRUE,A
8640,20,26,62.204,67.53,1,25.505,22.043,0,372.343,921.012,FALSE,B
8640,20,26,16.249,110.351,0,51.834,47.214,0,0,0,TRUE,B
8640,19,26,64.274,66.136,1,40.415,14.864,29.06,365.16,897.298,FALSE,A
8640,19,26,19.923,123.636,0,49.24,46.452,0,0,0,TRUE,A
8640,19,26,63.12,69.19,1,26.094,22.604,0,387.85,945.312,FALSE,B
8640,19,26,17.171,113.013,0,54.949,45.341,0,0,0,TRUE,B
8640,19,25,64.274,66.136,1,40.415,14.864,29.06,373.544,922.144,FALSE,A
8640,19,25,19.923,123.636,0,49.24,46.452,0,0,0,TRUE,A
8640,19,25,62.924,68.559,1,22.196,30.152,0,384.091,912.818,FALSE,B
8640,19,25,16.243,109.832,0,56.704,45.224,0,0,0,TRUE,B
9120,24,32,64.748,34.656,1,10.996,7.194,18.428,257.315,720.965,FALSE,A
9120,24,32,21.117,134.697,0,36.266,50.898,0,0,0,TRUE,A
9120,24,32,65.223,31.022,1,0,5.326,0,277.055,730.803,FALSE,B
9120,24,32,19.891,130.958,0,34.327,56.697,0,0,0,TRUE,B
9120,23,31,67.645,36.189,1,11.505,7.486,19.269,316.408,753.239,FALSE,A
9120,23,31,22.085,140.733,0,37.883,53.205,0,0,0,TRUE,A
9120,23,31,66.143,31.422,1,0,5.358,0,319.888,758.387,FALSE,B
9120,23,31,20.251,132.972,0,34.766,57.582,0,0,0,TRUE,B
9120,23,30,67.645,36.189,1,11.505,7.486,19.269,322.144,769.849,FALSE,A
9120,23,30,22.085,140.733,0,37.883,53.205,0,0,0,TRUE,A
9120,23,30,64.855,35.523,1,0,10.912,0,337.029,800.767,FALSE,B
9120,23,30,18.813,126.149,0,38.692,54.53,0,0,0,TRUE,B
9120,22,30,58.662,60.361,1,36.78,13.636,26.524,332.967,816.766,FALSE,A
9120,22,30,18.076,112.685,0,44.945,42.331,0,0,0,TRUE,A
9120,22,30,63.918,68.065,1,31.33,12.894,0,325.25,834.341,FALSE,B
9120,22,30,17.599,114.34,0,50.843,50.507,0,0,0,TRUE,B
9120,22,29,58.662,60.361,1,36.78,13.636,26.524,340.447,838.9,FALSE,A
9120,22,29,18.076,112.685,0,44.945,42.331,0,0,0,TRUE,A
9120,22,29,63.918,68.065,1,31.33,12.894,0,346.367,834.608,FALSE,B
9120,22,29,17.599,114.34,0,50.843,50.507,0,0,0,TRUE,B
9120,21,29,61.472,63.248,1,38.601,14.254,27.764,348.758,856.153,FALSE,A
9120,21,29,19.021,118.195,0,47.07,44.375,0,0,0,TRUE,A
9120,21,29,65.038,69.436,1,31.938,13.149,0,352.629,849.907,FALSE,B
9120,21,29,17.832,116.232,0,51.838,51.419,0,0,0,TRUE,B
9120,21,28,61.472,63.248,1,38.601,14.254,27.764,302.498,856.309,FALSE,A
9120,21,28,19.021,118.195,0,47.07,44.375,0,0,0,TRUE,A
9120,21,28,64.95,69.456,1,31.62,13.802,0,316.774,849.304,FALSE,B
9120,21,28,17.872,116.181,0,52.154,50.88,0,0,0,TRUE,B
9120,20,27,64.408,66.286,1,40.498,14.897,29.133,366.188,899.995,FALSE,A
9120,20,27,19.957,123.912,0,49.361,46.548,0,0,0,TRUE,A
9120,20,27,65.326,71.69,1,26.987,23.359,0,364.582,869.908,FALSE,B
9120,20,27,17.747,116.862,0,56.855,46.946,0,0,0,TRUE,B
9120,20,26,64.408,66.286,1,40.498,14.897,29.133,374.558,924.799,FALSE,A
9120,20,26,19.957,123.912,0,49.361,46.548,0,0,0,TRUE,A
9120,20,26,65.642,71.364,1,26.927,23.232,0,393.061,973.08,FALSE,B
9120,20,26,17.162,116.414,0,54.764,49.861,0,0,0,TRUE,B
9120,19,26,67.767,69.922,1,42.682,15.588,30.724,385.481,948.31,FALSE,A
9120,19,26,21.006,130.374,0,51.892,49.045,0,0,0,TRUE,A
9120,19,26,66.618,73.012,1,27.47,23.879,0,409.487,998.856,FALSE,B
9120,19,26,18.183,119.39,0,58.071,47.87,0,0,0,TRUE,B
9120,19,25,67.767,69.922,1,42.682,15.588,30.724,394.322,974.527,FALSE,A
9120,19,25,21.006,130.374,0,51.892,49.045,0,0,0,TRUE,A
9120,19,25,66.452,72.159,1,23.478,31.664,0,405.463,964.276,FALSE,B
9120,19,25,17.157,116.068,0,59.864,47.93,0,0,0,TRUE,B
9600,24,32,68.15,36.462,1,11.587,7.543,19.423,270.93,759.803,FALSE,A
9600,24,32,22.253,141.817,0,38.174,53.591,0,0,0,TRUE,A
9600,24,32,68.668,32.644,1,0,5.531,0,291.864,770.017,FALSE,B
9600,24,32,20.918,137.849,0,36.137,59.769,0,0,0,TRUE,B
9600,23,31,71.234,38.161,1,12.085,7.853,20.333,333.116,793.775,FALSE,A
9600,23,31,23.215,148.198,0,39.887,56.034,0,0,0,TRUE,A
9600,23,31,69.657,33.093,1,0,5.569,0,336.794,799.095,FALSE,B
9600,23,31,21.225,139.868,0,36.642,60.712,0,0,0,TRUE,B
9600,23,30,71.234,38.161,1,12.085,7.853,20.333,339.219,811.486,FALSE,A
9600,23,30,23.215,148.198,0,39.887,56.034,0,0,0,TRUE,A
9600,23,30,68.338,37.29,1,0,11.315,0,354.719,843.444,FALSE,B
9600,23,30,19.743,132.786,0,40.694,57.587,0,0,0,TRUE,B
9600,22,30,61.761,63.52,1,38.774,14.311,27.877,350.41,860.287,FALSE,A
9600,22,30,19.108,118.753,0,47.304,44.592,0,0,0,TRUE,A
9600,22,30,67.229,71.708,1,33.084,13.505,0,342.293,879.108,FALSE,B
9600,22,30,18.494,120.283,0,53.541,53.236,0,0,0,TRUE,B
9600,22,29,61.761,63.52,1,38.774,14.311,27.877,358.537,884.362,FALSE,A
9600,22,29,19.108,118.753,0,47.304,44.592,0,0,0,TRUE,A
9600,22,29,67.229,71.708,1,33.084,13.505,0,364.645,879.387,FALSE,B
9600,22,29,18.494,120.283,0,53.541,53.236,0,0,0,TRUE,B
9600,21,29,64.694,66.615,1,40.686,14.947,29.268,367.128,902.008,FALSE,A
9600,21,29,20.038,124.423,0,49.562,46.767,0,0,0,TRUE,A
9600,21,29,68.498,72.994,1,33.616,13.818,0,371.266,895.582,FALSE,B
9600,21,29,18.828,122.511,0,54.608,54.155,0,0,0,TRUE,B
9600,21,28,64.694,66.615,1,40.686,14.947,29.268,318.528,902.554,FALSE,A
9600,21,28,20.038,124.423,0,49.562,46.767,0,0,0,TRUE,A
9600,21,28,68.401,73.033,1,33.272,14.51,0,333.587,895.282,FALSE,B
9600,21,28,18.864,122.445,0,54.938,53.58,0,0,0,TRUE,B
9600,20,27,67.767,69.922,1,42.682,15.588,30.724,385.481,948.31,FALSE,A
9600,20,27,21.006,130.374,0,51.892,49.045,0,0,0,TRUE,A
9600,20,27,68.726,75.355,1,28.366,24.591,0,383.851,916.711,FALSE,B
9600,20,27,18.755,123.14,0,59.909,49.395,0,0,0,TRUE,B
9600,20,26,67.767,69.922,1,42.682,15.588,30.724,394.322,974.527,FALSE,A
9600,20,26,21.006,130.374,0,51.892,49.045,0,0,0,TRUE,A
9600,20,26,69.059,75.229,1,28.455,24.301,0,413.717,1025.222,FALSE,B
9600,20,26,18.035,122.515,0,57.554,52.621,0,0,0,TRUE,B
9600,19,26,71.448,73.675,1,45.059,16.415,32.454,405.913,999.148,FALSE,A
9600,19,26,22.12,137.44,0,54.685,51.704,0,0,0,TRUE,A
9600,19,26,70.12,76.944,1,28.947,24.962,0,431.01,1052.101,FALSE,B
9600,19,26,19.127,125.643,0,61.017,50.551,0,0,0,TRUE,B
9600,19,25,71.448,73.675,1,45.059,16.415,32.454,415.044,1026.235,FALSE,A
9600,19,25,22.12,137.44,0,54.685,51.704,0,0,0,TRUE,A
9600,19,25,69.92,75.969,1,24.866,33.223,0,426.786,1015.808,FALSE,B
9600,19,25,18.046,122.106,0,62.927,50.518,0,0,0,TRUE,B
